CustomerID,Email,Segment,Subsegment,Status
14287,christopher92@example.org,Nurture,"Nurture, Low CLV",active
14289,bruce88@example.com,Risk,"Risk, Medium CLV",active
14290,rachelsmith@example.org,Risk,"Risk, Low CLV",active
14291,paul40@example.org,Risk,"Risk, High CLV",active
14292,uallen@example.org,Risk,"Risk, High CLV",active
14293,robert37@example.net,Risk,"Risk, Low CLV",active
14297,jodi25@example.org,Nurture,"Nurture, Medium CLV",active
14298,christopherburnett@example.org,Risk,"Risk, High CLV",active
14299,zolson@example.com,Risk,"Risk, Medium CLV",active
14305,jenniferdaniels@example.com,Risk,"Risk, High CLV",active
14306,bmartinez@example.com,High Value,"High Value, Medium CLV",active
14307,franklinmanuel@example.net,Risk,"Risk, Medium CLV",active
14309,eflores@example.org,Risk,"Risk, Medium CLV",active
14312,uaustin@example.org,Risk,"Risk, Medium CLV",active
14315,timothycampbell@example.com,Risk,"Risk, High CLV",active
14320,chapmanstephanie@example.com,High Value,"High Value, Low CLV",active
14321,troyblair@example.net,Risk,"Risk, Medium CLV",active
14323,edwardsrobert@example.com,High Value,"High Value, Low CLV",active
14329,frank88@example.com,Risk,"Risk, High CLV",active
14331,adam49@example.com,High Value,"High Value, Low CLV",active
14332,kevinbeltran@example.com,High Value,"High Value, High CLV",active
14334,nicolemoore@example.org,Risk,"Risk, Medium CLV",active
14335,christiansarah@example.com,High Value,"High Value, Medium CLV",active
14336,nicoleboyd@example.net,Nurture,"Nurture, Medium CLV",active
14338,ewhite@example.com,High Value,"High Value, Low CLV",active
14341,glencampbell@example.org,Risk,"Risk, High CLV",active
14342,jwerner@example.com,Nurture,"Nurture, Medium CLV",active
14344,stacy74@example.net,Risk,"Risk, Low CLV",active
14346,cortezchristopher@example.net,Risk,"Risk, Medium CLV",active
14352,michelle67@example.com,Risk,"Risk, Medium CLV",active
14354,isimpson@example.com,High Value,"High Value, High CLV",active
14356,gsanders@example.org,High Value,"High Value, Medium CLV",active
14359,lindaweaver@example.org,High Value,"High Value, High CLV",active
14360,patrickanthony@example.net,Risk,"Risk, High CLV",active
14364,rebecca25@example.org,Risk,"Risk, High CLV",active
14367,cookjason@example.net,Risk,"Risk, High CLV",active
14377,eunderwood@example.com,High Value,"High Value, Low CLV",active
14379,brodriguez@example.com,Nurture,"Nurture, Low CLV",active
14383,robertsawyer@example.org,Risk,"Risk, High CLV",active
14385,contreraspatrick@example.net,High Value,"High Value, High CLV",active
14387,charles16@example.org,Risk,"Risk, High CLV",active
14388,terrellbarbara@example.net,Risk,"Risk, Medium CLV",active
14389,richard84@example.com,Risk,"Risk, Medium CLV",active
14390,hugheskenneth@example.org,Risk,"Risk, High CLV",active
14395,lauracook@example.org,Risk,"Risk, Medium CLV",active
14396,bradley55@example.com,Risk,"Risk, Low CLV",active
14397,michael97@example.org,Risk,"Risk, High CLV",active
14401,jesse35@example.com,Risk,"Risk, High CLV",active
14403,angelica81@example.org,Nurture,"Nurture, Medium CLV",active
14404,fgordon@example.net,Risk,"Risk, Low CLV",active
14407,sara58@example.com,Risk,"Risk, High CLV",active
14408,amanda49@example.net,Risk,"Risk, High CLV",active
14409,zlamb@example.org,Risk,"Risk, Low CLV",active
14410,belinda71@example.net,Risk,"Risk, Medium CLV",active
14412,yuemily@example.net,High Value,"High Value, Medium CLV",active
14414,ftaylor@example.com,Risk,"Risk, Low CLV",active
14415,rlester@example.org,Risk,"Risk, High CLV",active
14416,kendra54@example.net,High Value,"High Value, Medium CLV",active
14418,zacharysutton@example.net,Risk,"Risk, High CLV",active
14419,wellsemily@example.net,Risk,"Risk, Low CLV",active
14421,grantjackson@example.com,High Value,"High Value, Low CLV",active
14422,nfreeman@example.com,Risk,"Risk, High CLV",active
14426,rsmith@example.com,Risk,"Risk, High CLV",active
14427,jtaylor@example.net,High Value,"High Value, Medium CLV",active
14428,heidifoster@example.com,Risk,"Risk, Medium CLV",active
14432,karenwilson@example.org,Risk,"Risk, High CLV",active
14434,xcruz@example.org,High Value,"High Value, High CLV",active
14440,robert56@example.net,Risk,"Risk, Low CLV",active
14441,kellycook@example.com,Risk,"Risk, High CLV",active
14442,gabrielle48@example.com,Risk,"Risk, Medium CLV",active
14443,brian76@example.org,Risk,"Risk, Low CLV",active
14446,christopherwilson@example.org,Nurture,"Nurture, Medium CLV",active
14447,aaronmartinez@example.com,Nurture,"Nurture, Medium CLV",active
14448,thoffman@example.net,Risk,"Risk, Low CLV",active
14449,qwhite@example.org,Risk,"Risk, Low CLV",active
14450,kristyguerrero@example.net,High Value,"High Value, Low CLV",active
14451,hebertmelissa@example.com,High Value,"High Value, Low CLV",active
14452,grojas@example.net,High Value,"High Value, Medium CLV",active
14456,timothytaylor@example.org,Risk,"Risk, High CLV",active
14460,trussell@example.org,Nurture,"Nurture, Low CLV",active
14461,ygarcia@example.net,Risk,"Risk, Medium CLV",active
14462,christine32@example.org,Risk,"Risk, High CLV",active
14463,torrestammie@example.org,High Value,"High Value, Medium CLV",active
14465,simpsondylan@example.com,Risk,"Risk, Low CLV",active
14466,dwatkins@example.com,Risk,"Risk, Medium CLV",active
14467,erindean@example.com,Risk,"Risk, Low CLV",active
14470,bobmoss@example.net,Nurture,"Nurture, Low CLV",active
14472,thomas65@example.net,Risk,"Risk, Medium CLV",active
14473,courtney22@example.org,Nurture,"Nurture, Low CLV",active
14475,thomasemily@example.com,Nurture,"Nurture, Medium CLV",active
14477,qreynolds@example.org,Nurture,"Nurture, Medium CLV",active
14479,hmoore@example.net,Risk,"Risk, Low CLV",active
14481,william92@example.org,High Value,"High Value, Low CLV",active
14482,hollowaydavid@example.net,Risk,"Risk, High CLV",active
14487,huntmichael@example.net,Risk,"Risk, Low CLV",active
14491,johnsonpaige@example.com,Risk,"Risk, Low CLV",active
14493,michael27@example.net,Risk,"Risk, High CLV",active
14495,uholmes@example.net,High Value,"High Value, Low CLV",active
14496,angelareid@example.net,Risk,"Risk, Low CLV",active
14498,pmartinez@example.com,Risk,"Risk, Medium CLV",active
14499,stevengibson@example.org,Nurture,"Nurture, Medium CLV",active
14500,oliverbelinda@example.org,High Value,"High Value, Low CLV",active
14501,hernandezrebecca@example.net,High Value,"High Value, Low CLV",active
14502,susanramirez@example.com,Risk,"Risk, High CLV",active
14503,samantha37@example.net,Risk,"Risk, High CLV",active
14504,susan15@example.com,Nurture,"Nurture, Medium CLV",active
14505,vbarnes@example.net,Risk,"Risk, High CLV",active
14506,jennifer20@example.net,Risk,"Risk, Low CLV",active
14507,carolpalmer@example.org,Nurture,"Nurture, Medium CLV",active
14508,scott87@example.com,High Value,"High Value, Medium CLV",active
14511,larry23@example.com,Nurture,"Nurture, High CLV",active
14512,andrew23@example.com,High Value,"High Value, Low CLV",active
14513,iryan@example.net,Nurture,"Nurture, Low CLV",active
14514,iskinner@example.net,Risk,"Risk, Medium CLV",active
14515,davidgarcia@example.net,Risk,"Risk, High CLV",active
14517,rebeccalee@example.org,High Value,"High Value, Low CLV",active
14520,usnyder@example.com,Nurture,"Nurture, Low CLV",active
14522,jermainemorgan@example.com,Nurture,"Nurture, Medium CLV",active
14524,bakermichael@example.org,Risk,"Risk, Low CLV",active
14525,laurenwhite@example.com,Risk,"Risk, High CLV",active
14527,calvinlandry@example.com,Risk,"Risk, High CLV",active
14529,farleymichael@example.com,High Value,"High Value, Medium CLV",active
14530,petermaddox@example.com,Risk,"Risk, High CLV",active
14532,cunderwood@example.com,Risk,"Risk, Low CLV",active
14533,stewartdominic@example.com,Risk,"Risk, Low CLV",active
14534,lmcmillan@example.org,Risk,"Risk, High CLV",active
14535,mannjulie@example.net,Risk,"Risk, High CLV",active
14538,zglass@example.net,Nurture,"Nurture, Low CLV",active
14539,lovechristina@example.net,Risk,"Risk, High CLV",active
14540,jonathanwright@example.net,Risk,"Risk, Medium CLV",active
14541,randallwatkins@example.com,Risk,"Risk, Medium CLV",active
14543,martinramsey@example.org,Risk,"Risk, Medium CLV",active
14544,randrade@example.net,Risk,"Risk, Low CLV",active
14546,ofox@example.net,Risk,"Risk, High CLV",active
14547,qroach@example.net,Risk,"Risk, High CLV",active
14548,calhounparker@example.com,Nurture,"Nurture, Low CLV",active
14550,cmoore@example.org,Risk,"Risk, High CLV",active
14551,jeffreyjackson@example.net,Nurture,"Nurture, Low CLV",active
14553,smithkimberly@example.org,Risk,"Risk, Low CLV",active
14554,abarnes@example.com,Risk,"Risk, High CLV",active
14555,michelle50@example.net,Nurture,"Nurture, Low CLV",active
14560,ericharris@example.org,Risk,"Risk, Medium CLV",active
14561,juliagreer@example.com,Risk,"Risk, Medium CLV",active
14562,nathan03@example.org,Risk,"Risk, High CLV",active
14565,emily24@example.org,Risk,"Risk, Low CLV",active
14567,mmarshall@example.net,Risk,"Risk, Medium CLV",active
14572,mwhite@example.com,Risk,"Risk, High CLV",active
14573,driggs@example.org,Risk,"Risk, Low CLV",active
14577,amandaduncan@example.org,Risk,"Risk, Low CLV",active
14583,johnsonrodney@example.com,Nurture,"Nurture, Medium CLV",active
14584,derekwade@example.com,Nurture,"Nurture, Medium CLV",active
14587,lopezdeborah@example.net,Risk,"Risk, Medium CLV",active
14591,warrenchristopher@example.com,Risk,"Risk, Medium CLV",active
14592,kolson@example.net,High Value,"High Value, High CLV",active
14593,virginiawatson@example.com,Nurture,"Nurture, Low CLV",active
14594,vazquezmary@example.com,Risk,"Risk, Low CLV",active
14595,huffjoseph@example.com,Risk,"Risk, Medium CLV",active
14597,djenkins@example.net,Risk,"Risk, Medium CLV",active
14606,dgonzalez@example.net,Risk,"Risk, High CLV",active
14607,gregory77@example.com,Risk,"Risk, High CLV",active
14608,james22@example.org,Risk,"Risk, Low CLV",active
14609,rpoole@example.org,Nurture,"Nurture, Low CLV",active
14616,jennifer89@example.org,High Value,"High Value, Low CLV",active
14618,marksnathan@example.org,Risk,"Risk, Low CLV",active
14620,paul25@example.net,High Value,"High Value, Low CLV",active
14621,samantha54@example.org,Risk,"Risk, Low CLV",active
14623,bryanbennett@example.org,Nurture,"Nurture, Medium CLV",active
14624,anthonyacosta@example.org,High Value,"High Value, Medium CLV",active
14625,fsimmons@example.net,Risk,"Risk, Low CLV",active
14626,sheppardkatherine@example.org,Risk,"Risk, High CLV",active
14628,annamoore@example.com,High Value,"High Value, Low CLV",active
14629,stevenbeasley@example.net,High Value,"High Value, High CLV",active
14631,michaelbennett@example.net,Nurture,"Nurture, Medium CLV",active
14636,andrewsjeff@example.net,Nurture,"Nurture, Low CLV",active
14639,jenniferlittle@example.com,Risk,"Risk, Medium CLV",active
14640,loretta54@example.org,Risk,"Risk, High CLV",active
14643,ashley03@example.net,Risk,"Risk, Low CLV",active
14644,christopher14@example.net,Risk,"Risk, Low CLV",active
14645,robertsteresa@example.com,High Value,"High Value, Low CLV",active
14646,kimlorraine@example.net,Risk,"Risk, High CLV",active
14649,brittany12@example.com,Risk,"Risk, Medium CLV",active
14651,kathryn02@example.net,High Value,"High Value, Low CLV",active
14653,lvillanueva@example.net,Risk,"Risk, Medium CLV",active
14655,dnewman@example.com,Nurture,"Nurture, Medium CLV",active
14656,lindseysmith@example.net,High Value,"High Value, Low CLV",active
14657,cobbheather@example.org,Risk,"Risk, Low CLV",active
14658,natashachambers@example.org,High Value,"High Value, Medium CLV",active
14659,grantolivia@example.org,Risk,"Risk, High CLV",active
14660,ayalajamie@example.org,High Value,"High Value, Medium CLV",active
14662,laurie48@example.org,Nurture,"Nurture, Medium CLV",active
14664,robinsonerin@example.org,High Value,"High Value, High CLV",active
14665,douglas22@example.org,Risk,"Risk, Medium CLV",active
14667,willismichelle@example.com,Risk,"Risk, High CLV",active
14669,dgreen@example.org,Risk,"Risk, Low CLV",active
14672,nancyharrison@example.com,Risk,"Risk, Low CLV",active
14673,tlawson@example.net,Risk,"Risk, Low CLV",active
14676,anelson@example.org,Risk,"Risk, High CLV",active
14680,wellsbridget@example.net,Risk,"Risk, High CLV",active
14681,christopher72@example.org,High Value,"High Value, Low CLV",active
14682,reedjeffrey@example.com,High Value,"High Value, Low CLV",active
14684,kennethdennis@example.net,Risk,"Risk, Low CLV",active
14688,thomasmurphy@example.org,Risk,"Risk, High CLV",active
14690,zross@example.net,High Value,"High Value, Low CLV",active
14691,wbaxter@example.net,Risk,"Risk, High CLV",active
14692,chrisdurham@example.com,Nurture,"Nurture, Low CLV",active
14696,christopherdudley@example.org,Risk,"Risk, Medium CLV",active
14698,daniellelutz@example.com,High Value,"High Value, High CLV",active
14700,charles96@example.net,Risk,"Risk, High CLV",active
14701,yvazquez@example.com,Risk,"Risk, High CLV",active
14702,teresaholt@example.net,Risk,"Risk, Medium CLV",active
14704,renee94@example.org,Risk,"Risk, High CLV",active
14708,matthewrobbins@example.net,Risk,"Risk, Low CLV",active
14709,sarahalvarez@example.com,Risk,"Risk, High CLV",active
14710,lewisrobert@example.org,High Value,"High Value, High CLV",active
14711,raymond89@example.net,Risk,"Risk, High CLV",active
14712,qmiller@example.net,Risk,"Risk, High CLV",active
14713,laura18@example.org,Risk,"Risk, Medium CLV",active
14715,perezfrances@example.org,Risk,"Risk, Medium CLV",active
14716,ryan38@example.com,High Value,"High Value, Low CLV",active
14719,millerrenee@example.net,Nurture,"Nurture, High CLV",active
14720,yhernandez@example.org,High Value,"High Value, Medium CLV",active
14723,xlopez@example.com,Risk,"Risk, Low CLV",active
14730,michelle60@example.net,Risk,"Risk, High CLV",active
14731,erin06@example.net,Nurture,"Nurture, Low CLV",active
14732,blewis@example.org,Risk,"Risk, High CLV",active
14733,zachary44@example.org,Risk,"Risk, High CLV",active
14735,rlee@example.com,Risk,"Risk, High CLV",active
14737,milesmichael@example.org,Risk,"Risk, Low CLV",active
14738,wallacenicole@example.com,Risk,"Risk, Medium CLV",active
14739,wortega@example.net,Risk,"Risk, Medium CLV",active
14740,carolineherrera@example.com,Risk,"Risk, Medium CLV",active
14741,deborahhaley@example.org,Risk,"Risk, Low CLV",active
14744,ykelley@example.org,Risk,"Risk, Low CLV",active
14745,wmiller@example.net,Nurture,"Nurture, Medium CLV",active
14748,vbrown@example.net,Risk,"Risk, Low CLV",active
14754,bradleysusan@example.org,Risk,"Risk, Low CLV",active
14755,william53@example.net,Risk,"Risk, High CLV",active
14758,gillespierachel@example.org,Nurture,"Nurture, Medium CLV",active
14759,fishercolleen@example.com,Risk,"Risk, Medium CLV",active
14761,jensenheather@example.net,Nurture,"Nurture, Low CLV",active
14765,scott21@example.net,High Value,"High Value, Low CLV",active
14766,nichole17@example.com,Risk,"Risk, Medium CLV",active
14768,ubarnes@example.net,High Value,"High Value, Low CLV",active
14769,hessandrea@example.org,Risk,"Risk, High CLV",active
14770,donna74@example.org,Risk,"Risk, Low CLV",active
14775,mkennedy@example.com,Risk,"Risk, Low CLV",active
14776,julie09@example.com,Risk,"Risk, High CLV",active
14778,brandonpaul@example.org,Risk,"Risk, Low CLV",active
14779,perryscott@example.net,High Value,"High Value, Low CLV",active
14780,tperry@example.net,High Value,"High Value, Medium CLV",active
14784,mcampbell@example.org,Risk,"Risk, Low CLV",active
14785,carla66@example.net,High Value,"High Value, High CLV",active
14788,aguerrero@example.com,High Value,"High Value, High CLV",active
14790,julie42@example.com,Nurture,"Nurture, Medium CLV",active
14794,smithjillian@example.org,Risk,"Risk, Medium CLV",active
14796,johnsonanthony@example.org,Risk,"Risk, High CLV",active
14798,manuel86@example.org,Nurture,"Nurture, Low CLV",active
14800,alicia25@example.net,Risk,"Risk, Medium CLV",active
14803,william84@example.net,High Value,"High Value, Low CLV",active
14805,cpierce@example.com,Risk,"Risk, Low CLV",active
14808,qmorris@example.net,Risk,"Risk, High CLV",active
14810,gregory40@example.org,Risk,"Risk, Medium CLV",active
14815,brewerbeverly@example.com,High Value,"High Value, Medium CLV",active
14817,ralph21@example.org,Risk,"Risk, Low CLV",active
14818,erikamiller@example.org,Nurture,"Nurture, Medium CLV",active
14819,wolfeangel@example.net,High Value,"High Value, Low CLV",active
14820,kevinbrown@example.com,High Value,"High Value, Medium CLV",active
14823,carol84@example.com,High Value,"High Value, Low CLV",active
14824,shortalex@example.net,Nurture,"Nurture, High CLV",active
14825,tara69@example.org,Risk,"Risk, Medium CLV",active
14828,amandaacosta@example.com,Risk,"Risk, Medium CLV",active
14829,kellystacie@example.org,Risk,"Risk, Low CLV",active
14834,medinanatalie@example.org,Risk,"Risk, High CLV",active
14836,bakerandrew@example.org,High Value,"High Value, High CLV",active
14837,hopkinscarlos@example.com,Nurture,"Nurture, High CLV",active
14841,timothyjacobs@example.com,Risk,"Risk, Medium CLV",active
14842,sarahbuchanan@example.net,Risk,"Risk, High CLV",active
14844,qgreen@example.org,Risk,"Risk, High CLV",active
14849,gsparks@example.com,Risk,"Risk, High CLV",active
14851,espinozafrederick@example.com,Nurture,"Nurture, Low CLV",active
14852,xford@example.net,Risk,"Risk, High CLV",active
14853,albertewing@example.org,Nurture,"Nurture, Low CLV",active
14854,timothy53@example.net,Risk,"Risk, High CLV",active
14855,wardlaura@example.com,High Value,"High Value, Medium CLV",active
14856,gnelson@example.net,High Value,"High Value, High CLV",active
14857,kmoody@example.com,Risk,"Risk, Medium CLV",active
14859,operez@example.net,Risk,"Risk, Medium CLV",active
14862,bretthiggins@example.com,Risk,"Risk, Medium CLV",active
14865,qconway@example.com,Risk,"Risk, Low CLV",active
14866,jonathan00@example.com,Risk,"Risk, High CLV",active
14867,browntracy@example.com,High Value,"High Value, Low CLV",active
14868,etorres@example.com,Risk,"Risk, High CLV",active
14869,shampton@example.org,High Value,"High Value, Medium CLV",active
14871,hicksstacy@example.org,Risk,"Risk, Low CLV",active
14875,johnchandler@example.com,Risk,"Risk, Medium CLV",active
14878,stacy94@example.org,Risk,"Risk, Low CLV",active
14880,alexandra72@example.org,Nurture,"Nurture, Medium CLV",active
14882,martinezryan@example.net,High Value,"High Value, High CLV",active
14883,tiffany76@example.net,Nurture,"Nurture, Medium CLV",active
14891,teresa46@example.com,High Value,"High Value, Low CLV",active
14893,walkerlisa@example.org,Risk,"Risk, High CLV",active
14895,tbush@example.net,Risk,"Risk, High CLV",active
14896,kenneth02@example.net,Risk,"Risk, Low CLV",active
14897,tbradley@example.net,Risk,"Risk, Medium CLV",active
14898,krausenicholas@example.com,Risk,"Risk, Low CLV",active
14901,stephen79@example.net,Risk,"Risk, Low CLV",active
14903,brianroy@example.net,Risk,"Risk, High CLV",active
14904,bonniehamilton@example.net,Risk,"Risk, High CLV",active
14905,bwillis@example.org,High Value,"High Value, Low CLV",active
14907,dale43@example.com,Risk,"Risk, Medium CLV",active
14910,willisdavid@example.net,High Value,"High Value, High CLV",active
14911,williamsalexander@example.org,Risk,"Risk, High CLV",active
14912,samantha31@example.net,Nurture,"Nurture, Low CLV",active
14913,jacksonashley@example.org,Risk,"Risk, Low CLV",active
14915,georgeknapp@example.net,Nurture,"Nurture, Low CLV",active
14916,robertraymond@example.com,Nurture,"Nurture, Medium CLV",active
14918,tiffany99@example.org,Risk,"Risk, Medium CLV",active
14921,suzannebaker@example.net,Risk,"Risk, Medium CLV",active
14930,rebeccanunez@example.org,Risk,"Risk, Medium CLV",active
14931,pmayo@example.net,Nurture,"Nurture, Medium CLV",active
14934,allenwalters@example.net,Risk,"Risk, Medium CLV",active
14936,aaronsmith@example.net,Risk,"Risk, High CLV",active
14937,pricekristen@example.com,Risk,"Risk, High CLV",active
14944,rickferguson@example.org,Risk,"Risk, High CLV",active
14947,smithjoseph@example.com,High Value,"High Value, Low CLV",active
14948,austin71@example.com,Risk,"Risk, Medium CLV",active
14952,matthew03@example.org,Risk,"Risk, High CLV",active
14958,benglish@example.org,High Value,"High Value, Low CLV",active
14959,hendersonbrady@example.com,Nurture,"Nurture, Low CLV",active
14960,lmoore@example.com,Nurture,"Nurture, Low CLV",active
14961,jimmy48@example.org,Risk,"Risk, High CLV",active
14963,shudson@example.net,Nurture,"Nurture, High CLV",active
14970,iblack@example.org,Risk,"Risk, Medium CLV",active
14971,kimberly56@example.com,Risk,"Risk, High CLV",active
14973,davidstokes@example.org,High Value,"High Value, Medium CLV",active
14976,michaeldavis@example.net,Nurture,"Nurture, Medium CLV",active
14978,nathaniel06@example.org,Risk,"Risk, Medium CLV",active
14984,katherine36@example.org,Nurture,"Nurture, Low CLV",active
14985,mjackson@example.net,Risk,"Risk, Low CLV",active
14987,johngrant@example.org,Risk,"Risk, Low CLV",active
14995,paulgonzalez@example.com,Nurture,"Nurture, Low CLV",active
14997,tracyedwards@example.net,High Value,"High Value, Medium CLV",active
14998,michaela63@example.org,High Value,"High Value, Low CLV",active
15002,beckjoyce@example.com,Risk,"Risk, Low CLV",active
15005,kristin96@example.com,Risk,"Risk, High CLV",active
15009,unewton@example.com,High Value,"High Value, High CLV",active
15012,robin94@example.net,Risk,"Risk, Low CLV",active
15014,mathisjacqueline@example.com,High Value,"High Value, Low CLV",active
15018,logan43@example.net,Risk,"Risk, Low CLV",active
15021,brobinson@example.net,Risk,"Risk, Medium CLV",active
15022,jimmygomez@example.com,High Value,"High Value, High CLV",active
15023,salastina@example.com,Risk,"Risk, High CLV",active
15024,amandahubbard@example.com,Risk,"Risk, Low CLV",active
15026,duartegregory@example.net,Nurture,"Nurture, Low CLV",active
15027,ylong@example.net,Nurture,"Nurture, Medium CLV",active
15028,mwood@example.com,Risk,"Risk, Low CLV",active
15030,christopherescobar@example.org,Nurture,"Nurture, Low CLV",active
15031,eric13@example.com,Nurture,"Nurture, Medium CLV",active
15032,jhaas@example.net,Risk,"Risk, Medium CLV",active
15033,bennettmichelle@example.org,Risk,"Risk, High CLV",active
15034,uhuang@example.org,Risk,"Risk, Medium CLV",active
15036,jackiedavis@example.org,High Value,"High Value, Medium CLV",active
15038,erin21@example.org,Risk,"Risk, Low CLV",active
15039,samuel52@example.org,Risk,"Risk, High CLV",active
15044,lauramelton@example.net,Risk,"Risk, High CLV",active
15045,diamondlynch@example.org,High Value,"High Value, Low CLV",active
15046,gabriel28@example.com,Risk,"Risk, High CLV",active
15048,alicia40@example.com,Risk,"Risk, Low CLV",active
15050,traceyberry@example.org,Risk,"Risk, High CLV",active
15051,tsimmons@example.net,Risk,"Risk, High CLV",active
15053,fpatterson@example.com,Nurture,"Nurture, Low CLV",active
15054,morsechristine@example.net,High Value,"High Value, High CLV",active
15057,masonalicia@example.com,High Value,"High Value, Low CLV",active
15058,fischerrebecca@example.com,Risk,"Risk, High CLV",active
15059,michaelvalenzuela@example.org,Risk,"Risk, Medium CLV",active
15060,daniel68@example.org,High Value,"High Value, High CLV",active
15061,benjamin01@example.com,Risk,"Risk, High CLV",active
15062,youngsharon@example.org,Risk,"Risk, Low CLV",active
15065,eric81@example.org,Risk,"Risk, High CLV",active
15067,scottlauren@example.com,Risk,"Risk, Medium CLV",active
15068,joshuahill@example.com,Nurture,"Nurture, Low CLV",active
15071,anthony35@example.net,Risk,"Risk, Low CLV",active
15073,uschneider@example.org,Nurture,"Nurture, Medium CLV",active
15078,vgibson@example.net,Risk,"Risk, High CLV",active
15079,cynthiaclarke@example.org,Risk,"Risk, Low CLV",active
15081,cturner@example.net,Risk,"Risk, Low CLV",active
15088,jeff51@example.com,High Value,"High Value, Medium CLV",active
15089,vincent14@example.org,Nurture,"Nurture, High CLV",active
15092,cheryl21@example.net,High Value,"High Value, Low CLV",active
15093,dianawelch@example.net,Risk,"Risk, Medium CLV",active
15095,robert25@example.net,High Value,"High Value, Medium CLV",active
15100,diazjennifer@example.com,Risk,"Risk, Low CLV",active
15101,millerchristopher@example.org,Risk,"Risk, Low CLV",active
15103,jenniferblack@example.net,Risk,"Risk, Medium CLV",active
15104,jgordon@example.com,Risk,"Risk, Low CLV",active
15105,edwardjohnson@example.com,Risk,"Risk, High CLV",active
15106,haasdanielle@example.org,Nurture,"Nurture, Medium CLV",active
15107,watkinsjose@example.net,Risk,"Risk, Low CLV",active
15108,njones@example.com,Risk,"Risk, Medium CLV",active
15110,trujillobrianna@example.org,Risk,"Risk, Medium CLV",active
15111,hawkinsbrooke@example.net,Risk,"Risk, Low CLV",active
15113,brittany56@example.com,Risk,"Risk, High CLV",active
15114,bobby58@example.com,Risk,"Risk, High CLV",active
15116,lesliesmith@example.net,Nurture,"Nurture, Medium CLV",active
15117,wmoreno@example.org,Nurture,"Nurture, High CLV",active
15121,tracey66@example.org,Nurture,"Nurture, Low CLV",active
15122,erin68@example.org,Risk,"Risk, Medium CLV",active
15123,johnsonbrian@example.com,Risk,"Risk, Medium CLV",active
15124,jillgibbs@example.net,Nurture,"Nurture, Low CLV",active
15125,peggy90@example.org,Risk,"Risk, High CLV",active
15128,kimberlyhuerta@example.com,Nurture,"Nurture, Medium CLV",active
15129,travisburton@example.com,Risk,"Risk, High CLV",active
15132,jenniferthompson@example.net,Nurture,"Nurture, Medium CLV",active
15133,phillipsrebecca@example.net,Nurture,"Nurture, Medium CLV",active
15134,gwelch@example.org,Risk,"Risk, High CLV",active
15136,fjohnston@example.com,High Value,"High Value, High CLV",active
15139,marcus98@example.com,High Value,"High Value, Low CLV",active
15140,adavis@example.org,Risk,"Risk, High CLV",active
15144,kristi18@example.org,Risk,"Risk, High CLV",active
15145,mackenzie88@example.org,Nurture,"Nurture, Medium CLV",active
15146,floresrebecca@example.net,Risk,"Risk, Low CLV",active
15150,alicia15@example.org,Risk,"Risk, High CLV",active
15152,braundana@example.org,Risk,"Risk, High CLV",active
15156,xmatthews@example.org,High Value,"High Value, High CLV",active
15157,wolferin@example.org,Risk,"Risk, Low CLV",active
15159,ginawatts@example.org,Risk,"Risk, High CLV",active
15163,kelly48@example.net,Nurture,"Nurture, Low CLV",active
15164,lisa93@example.com,Nurture,"Nurture, Low CLV",active
15172,john54@example.org,Nurture,"Nurture, High CLV",active
15179,ahall@example.net,Risk,"Risk, Medium CLV",active
15181,stephen51@example.org,Nurture,"Nurture, Low CLV",active
15182,rojastony@example.org,High Value,"High Value, Low CLV",active
15184,cwarren@example.org,Nurture,"Nurture, Low CLV",active
15186,taylorhenry@example.net,High Value,"High Value, Low CLV",active
15187,tbrown@example.org,Risk,"Risk, High CLV",active
15189,lfuller@example.com,Risk,"Risk, High CLV",active
15192,barbarajordan@example.net,Risk,"Risk, Low CLV",active
15194,melissa27@example.com,Risk,"Risk, High CLV",active
15197,meadowsjason@example.com,Risk,"Risk, Low CLV",active
15198,lphelps@example.com,High Value,"High Value, Low CLV",active
15199,jzamora@example.com,Nurture,"Nurture, Medium CLV",active
15201,raymondolson@example.com,Nurture,"Nurture, Medium CLV",active
15203,pamela00@example.org,Risk,"Risk, High CLV",active
15205,yclay@example.org,High Value,"High Value, Medium CLV",active
15206,fblack@example.com,Nurture,"Nurture, Low CLV",active
15208,uhurst@example.org,Risk,"Risk, Low CLV",active
15211,benjaminmoyer@example.com,Risk,"Risk, Low CLV",active
15213,brownmary@example.net,High Value,"High Value, Low CLV",active
15214,brittneymendez@example.net,Risk,"Risk, Medium CLV",active
15215,bradley64@example.com,Risk,"Risk, Medium CLV",active
15218,jeffrey14@example.org,Risk,"Risk, High CLV",active
15220,rogersreginald@example.com,Risk,"Risk, High CLV",active
15223,stantonpaul@example.net,Risk,"Risk, Low CLV",active
15224,davisnancy@example.net,High Value,"High Value, Low CLV",active
15227,ryanmarc@example.com,Nurture,"Nurture, Medium CLV",active
15228,katherine12@example.com,Risk,"Risk, High CLV",active
15230,johnsonscott@example.org,High Value,"High Value, Low CLV",active
15232,leedonald@example.net,High Value,"High Value, Medium CLV",active
15235,misty05@example.com,Risk,"Risk, Medium CLV",active
15237,vancejennifer@example.com,Nurture,"Nurture, Medium CLV",active
15238,kevin45@example.net,High Value,"High Value, Medium CLV",active
15239,stephenwilliams@example.org,High Value,"High Value, Medium CLV",active
15240,browningashley@example.org,Nurture,"Nurture, Medium CLV",active
